learning_instance_id,EmployeeID,participant_completed,learning_title,rating,length,provider,completion_date,instructor_name,instructor_from
eivvvr,5778,True,Financial Literacy for Professionals,2,90,Finance Masters,07/26/2015,Prof. Samantha Roberts,LinkedIn Learning
ysvagn,5778,True,Effective Workplace Communication,2,240,Communication Institute,10/01/2015,Dr. Michael Johnson,Udemy
kphzsi,5779,True,Effective Workplace Communication,5,240,Communication Institute,05/21/2015,Dr. Michael Johnson,Udemy
pussbi,5779,True,Inventory Management Fundamentals,1,180,Learning Academy,02/17/2015,Prof. Emily Anderson,edX
ueqoje,5779,True,Leadership Essentials,3,150,Leadership Institute,04/08/2015,Dr. David Williams,Coursera
jmhcks,5779,False,Financial Literacy for Professionals,1,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
snlcan,5779,False,Customer Service Excellence,2,120,Service Institute,,Dr. John Smith,Coursera
qobjnf,5780,True,Customer Service Excellence,1,120,Service Institute,02/04/2015,Dr. John Smith,Coursera
ukqidn,5781,True,Strategic Problem-Solving Skills,0,300,Problem-Solving Academy,04/01/2015,Prof. Jennifer Davis,Codecademy
abords,5781,True,Leadership Essentials,2,150,Leadership Institute,09/07/2015,Dr. David Williams,Coursera
ucnlau,5781,True,Effective Workplace Communication,3,240,Communication Institute,08/23/2015,Dr. Michael Johnson,Udemy
npcskx,5782,False,Effective Workplace Communication,4,240,Communication Institute,,Dr. Michael Johnson,Udemy
wliwew,5782,True,Strategic Problem-Solving Skills,2,300,Problem-Solving Academy,11/10/2015,Prof. Jennifer Davis,Codecademy
pnqros,5782,False,Customer Service Excellence,1,120,Service Institute,,Dr. John Smith,Coursera
ammtne,5782,False,Inventory Management Fundamentals,1,180,Learning Academy,,Prof. Emily Anderson,edX
ubawyy,5782,False,Leadership Essentials,5,150,Leadership Institute,,Dr. David Williams,Coursera
mmoeti,5787,False,Financial Literacy for Professionals,5,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
xcmjrz,5787,False,Leadership Essentials,1,150,Leadership Institute,,Dr. David Williams,Coursera
mnnwsm,5787,False,Effective Workplace Communication,3,240,Communication Institute,,Dr. Michael Johnson,Udemy
mivnmu,5787,True,Inventory Management Fundamentals,4,180,Learning Academy,12/18/2015,Prof. Emily Anderson,edX
zosjzo,5789,False,Strategic Problem-Solving Skills,2,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
pqfwwq,5789,True,Leadership Essentials,3,150,Leadership Institute,10/31/2015,Dr. David Williams,Coursera
pdigeu,5789,False,Inventory Management Fundamentals,1,180,Learning Academy,,Prof. Emily Anderson,edX
yajott,5789,True,Customer Service Excellence,5,120,Service Institute,06/12/2015,Dr. John Smith,Coursera
jlvjav,5789,True,Financial Literacy for Professionals,5,90,Finance Masters,01/08/2015,Prof. Samantha Roberts,LinkedIn Learning
bfcmlq,5790,True,Customer Service Excellence,3,120,Service Institute,09/26/2015,Dr. John Smith,Coursera
ligtzk,5790,False,Inventory Management Fundamentals,4,180,Learning Academy,,Prof. Emily Anderson,edX
lsrroh,5790,True,Financial Literacy for Professionals,1,90,Finance Masters,05/05/2015,Prof. Samantha Roberts,LinkedIn Learning
movnwi,5791,False,Customer Service Excellence,3,120,Service Institute,,Dr. John Smith,Coursera
fqgobz,5791,False,Strategic Problem-Solving Skills,2,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
qwanma,5791,True,Effective Workplace Communication,4,240,Communication Institute,04/24/2015,Dr. Michael Johnson,Udemy
dmjlvv,5791,True,Leadership Essentials,4,150,Leadership Institute,12/08/2015,Dr. David Williams,Coursera
tuvret,5791,True,Financial Literacy for Professionals,1,90,Finance Masters,02/21/2015,Prof. Samantha Roberts,LinkedIn Learning
ovxsgk,5792,True,Strategic Problem-Solving Skills,5,300,Problem-Solving Academy,07/28/2015,Prof. Jennifer Davis,Codecademy
iqqlju,5792,True,Financial Literacy for Professionals,3,90,Finance Masters,11/17/2015,Prof. Samantha Roberts,LinkedIn Learning
fjaaqe,5792,False,Inventory Management Fundamentals,4,180,Learning Academy,,Prof. Emily Anderson,edX
wkeimg,5792,False,Customer Service Excellence,5,120,Service Institute,,Dr. John Smith,Coursera
avyxhf,5794,False,Customer Service Excellence,0,120,Service Institute,,Dr. John Smith,Coursera
cqxnqm,5794,True,Inventory Management Fundamentals,2,180,Learning Academy,05/29/2015,Prof. Emily Anderson,edX
xpmnds,5794,False,Financial Literacy for Professionals,1,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
urahum,5794,True,Effective Workplace Communication,2,240,Communication Institute,10/03/2015,Dr. Michael Johnson,Udemy
uauzml,5794,False,Strategic Problem-Solving Skills,4,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
bqrjul,5796,True,Leadership Essentials,2,150,Leadership Institute,06/05/2015,Dr. David Williams,Coursera
gopnye,5796,True,Effective Workplace Communication,1,240,Communication Institute,03/30/2015,Dr. Michael Johnson,Udemy
ccsfqk,5796,True,Inventory Management Fundamentals,3,180,Learning Academy,09/26/2015,Prof. Emily Anderson,edX
rhpgua,5796,True,Strategic Problem-Solving Skills,1,300,Problem-Solving Academy,02/26/2015,Prof. Jennifer Davis,Codecademy
ftfzmb,5797,False,Inventory Management Fundamentals,1,180,Learning Academy,,Prof. Emily Anderson,edX
tjzxxc,5797,True,Effective Workplace Communication,0,240,Communication Institute,08/18/2015,Dr. Michael Johnson,Udemy
jmfacm,5798,False,Strategic Problem-Solving Skills,0,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
urzlbx,5798,True,Effective Workplace Communication,0,240,Communication Institute,02/22/2015,Dr. Michael Johnson,Udemy
uuroim,5798,False,Leadership Essentials,3,150,Leadership Institute,,Dr. David Williams,Coursera
vpoxgb,5798,True,Inventory Management Fundamentals,1,180,Learning Academy,01/24/2015,Prof. Emily Anderson,edX
gtkuba,5798,False,Customer Service Excellence,3,120,Service Institute,,Dr. John Smith,Coursera
bjvayh,5800,False,Inventory Management Fundamentals,4,180,Learning Academy,,Prof. Emily Anderson,edX
ietlhu,5800,False,Leadership Essentials,2,150,Leadership Institute,,Dr. David Williams,Coursera
operqo,5800,True,Customer Service Excellence,3,120,Service Institute,07/17/2015,Dr. John Smith,Coursera
xxkuig,5800,True,Effective Workplace Communication,1,240,Communication Institute,05/29/2015,Dr. Michael Johnson,Udemy
varntr,5802,True,Effective Workplace Communication,3,240,Communication Institute,10/08/2015,Dr. Michael Johnson,Udemy
pnhmdn,5802,True,Leadership Essentials,3,150,Leadership Institute,03/21/2015,Dr. David Williams,Coursera
bqxlsv,5802,True,Strategic Problem-Solving Skills,2,300,Problem-Solving Academy,03/11/2015,Prof. Jennifer Davis,Codecademy
cmonso,5803,False,Customer Service Excellence,3,120,Service Institute,,Dr. John Smith,Coursera
ntifkj,5803,False,Effective Workplace Communication,3,240,Communication Institute,,Dr. Michael Johnson,Udemy
tviboo,5803,True,Leadership Essentials,5,150,Leadership Institute,10/28/2015,Dr. David Williams,Coursera
ifummg,5803,True,Inventory Management Fundamentals,4,180,Learning Academy,01/30/2015,Prof. Emily Anderson,edX
flzzkx,5804,False,Effective Workplace Communication,4,240,Communication Institute,,Dr. Michael Johnson,Udemy
rdxdwj,5804,True,Inventory Management Fundamentals,0,180,Learning Academy,07/03/2015,Prof. Emily Anderson,edX
jnjqrt,5804,False,Financial Literacy for Professionals,3,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
dmyisz,5805,True,Effective Workplace Communication,0,240,Communication Institute,02/12/2015,Dr. Michael Johnson,Udemy
mmcqfn,5805,False,Customer Service Excellence,4,120,Service Institute,,Dr. John Smith,Coursera
kuxzzu,5807,False,Financial Literacy for Professionals,3,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
fhizvu,5807,False,Effective Workplace Communication,2,240,Communication Institute,,Dr. Michael Johnson,Udemy
cyainx,5807,True,Customer Service Excellence,4,120,Service Institute,04/12/2015,Dr. John Smith,Coursera
lonyhv,5807,True,Strategic Problem-Solving Skills,5,300,Problem-Solving Academy,06/15/2015,Prof. Jennifer Davis,Codecademy
wyubkb,5807,True,Leadership Essentials,2,150,Leadership Institute,07/12/2015,Dr. David Williams,Coursera
euiiyz,5808,True,Leadership Essentials,2,150,Leadership Institute,12/26/2015,Dr. David Williams,Coursera
hdnaie,5808,False,Inventory Management Fundamentals,0,180,Learning Academy,,Prof. Emily Anderson,edX
lubtxj,5808,True,Strategic Problem-Solving Skills,4,300,Problem-Solving Academy,06/11/2015,Prof. Jennifer Davis,Codecademy
yixosy,5809,True,Effective Workplace Communication,0,240,Communication Institute,10/18/2015,Dr. Michael Johnson,Udemy
dnldse,5810,False,Strategic Problem-Solving Skills,2,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
bpxkdi,5811,False,Inventory Management Fundamentals,1,180,Learning Academy,,Prof. Emily Anderson,edX
bpqlsg,5811,True,Customer Service Excellence,2,120,Service Institute,03/29/2015,Dr. John Smith,Coursera
kxysap,5812,False,Financial Literacy for Professionals,1,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
wrojun,5812,True,Customer Service Excellence,5,120,Service Institute,01/12/2015,Dr. John Smith,Coursera
blzhor,5814,False,Customer Service Excellence,0,120,Service Institute,,Dr. John Smith,Coursera
cfoyxs,5814,False,Strategic Problem-Solving Skills,3,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
cruvqh,5814,False,Financial Literacy for Professionals,4,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
sngxqz,5816,True,Financial Literacy for Professionals,5,90,Finance Masters,05/26/2015,Prof. Samantha Roberts,LinkedIn Learning
qfznfh,5816,True,Leadership Essentials,0,150,Leadership Institute,10/24/2015,Dr. David Williams,Coursera
ppcreu,5816,True,Customer Service Excellence,4,120,Service Institute,05/14/2015,Dr. John Smith,Coursera
gcmzuf,5816,False,Effective Workplace Communication,2,240,Communication Institute,,Dr. Michael Johnson,Udemy
ggrqea,5817,True,Strategic Problem-Solving Skills,5,300,Problem-Solving Academy,11/12/2015,Prof. Jennifer Davis,Codecademy
synxqt,5817,True,Leadership Essentials,1,150,Leadership Institute,05/21/2015,Dr. David Williams,Coursera
qbgjzr,5819,True,Strategic Problem-Solving Skills,5,300,Problem-Solving Academy,01/14/2015,Prof. Jennifer Davis,Codecademy
crcfky,5820,True,Effective Workplace Communication,4,240,Communication Institute,12/02/2015,Dr. Michael Johnson,Udemy
wqvzzk,5820,True,Financial Literacy for Professionals,3,90,Finance Masters,06/08/2015,Prof. Samantha Roberts,LinkedIn Learning
rdwlyj,5820,False,Leadership Essentials,5,150,Leadership Institute,,Dr. David Williams,Coursera
eesdbp,5820,False,Inventory Management Fundamentals,5,180,Learning Academy,,Prof. Emily Anderson,edX
vevqdv,5820,False,Customer Service Excellence,5,120,Service Institute,,Dr. John Smith,Coursera
fpftjh,5821,True,Leadership Essentials,4,150,Leadership Institute,07/23/2015,Dr. David Williams,Coursera
pipdto,5821,True,Financial Literacy for Professionals,1,90,Finance Masters,03/21/2015,Prof. Samantha Roberts,LinkedIn Learning
gougbz,5821,False,Inventory Management Fundamentals,1,180,Learning Academy,,Prof. Emily Anderson,edX
gwhvhw,5823,True,Strategic Problem-Solving Skills,5,300,Problem-Solving Academy,07/28/2015,Prof. Jennifer Davis,Codecademy
umijmt,5823,True,Financial Literacy for Professionals,0,90,Finance Masters,12/31/2015,Prof. Samantha Roberts,LinkedIn Learning
veodjr,5823,False,Customer Service Excellence,0,120,Service Institute,,Dr. John Smith,Coursera
sgwqvp,5824,True,Customer Service Excellence,4,120,Service Institute,06/10/2015,Dr. John Smith,Coursera
bbxhcp,5825,True,Inventory Management Fundamentals,1,180,Learning Academy,07/11/2015,Prof. Emily Anderson,edX
bsgzjv,5825,False,Strategic Problem-Solving Skills,2,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
eqhpjo,5826,False,Leadership Essentials,1,150,Leadership Institute,,Dr. David Williams,Coursera
llzbub,5826,False,Effective Workplace Communication,3,240,Communication Institute,,Dr. Michael Johnson,Udemy
adkllf,5826,False,Financial Literacy for Professionals,3,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
jhwbpi,5826,False,Inventory Management Fundamentals,0,180,Learning Academy,,Prof. Emily Anderson,edX
gmjlvx,5826,False,Customer Service Excellence,2,120,Service Institute,,Dr. John Smith,Coursera
povlly,5827,True,Effective Workplace Communication,4,240,Communication Institute,06/18/2015,Dr. Michael Johnson,Udemy
ixmnnt,5827,True,Leadership Essentials,4,150,Leadership Institute,12/09/2015,Dr. David Williams,Coursera
npdhid,5827,True,Inventory Management Fundamentals,3,180,Learning Academy,05/07/2015,Prof. Emily Anderson,edX
wsntdk,5827,False,Strategic Problem-Solving Skills,4,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
ocmfus,5828,True,Leadership Essentials,5,150,Leadership Institute,01/15/2015,Dr. David Williams,Coursera
btoivt,5829,False,Strategic Problem-Solving Skills,2,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
rpizxh,5829,False,Leadership Essentials,0,150,Leadership Institute,,Dr. David Williams,Coursera
qxvmar,5829,True,Effective Workplace Communication,0,240,Communication Institute,08/11/2015,Dr. Michael Johnson,Udemy
gzlvlo,5829,False,Inventory Management Fundamentals,5,180,Learning Academy,,Prof. Emily Anderson,edX
nlbayt,5830,True,Inventory Management Fundamentals,4,180,Learning Academy,08/06/2015,Prof. Emily Anderson,edX
hikurz,5830,False,Leadership Essentials,3,150,Leadership Institute,,Dr. David Williams,Coursera
kmhhqc,5830,False,Strategic Problem-Solving Skills,3,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
eimzug,5830,True,Financial Literacy for Professionals,3,90,Finance Masters,06/30/2015,Prof. Samantha Roberts,LinkedIn Learning
exkbsh,5831,False,Customer Service Excellence,3,120,Service Institute,,Dr. John Smith,Coursera
epasgh,5831,False,Leadership Essentials,0,150,Leadership Institute,,Dr. David Williams,Coursera
gyvlgw,5832,True,Customer Service Excellence,0,120,Service Institute,10/24/2015,Dr. John Smith,Coursera
dkqrqa,5833,False,Customer Service Excellence,4,120,Service Institute,,Dr. John Smith,Coursera
ejxeds,5834,False,Inventory Management Fundamentals,4,180,Learning Academy,,Prof. Emily Anderson,edX
gunijg,5834,False,Effective Workplace Communication,2,240,Communication Institute,,Dr. Michael Johnson,Udemy
vjywqp,5834,False,Leadership Essentials,5,150,Leadership Institute,,Dr. David Williams,Coursera
nvugca,5835,True,Customer Service Excellence,5,120,Service Institute,04/18/2015,Dr. John Smith,Coursera
rgzlck,5835,True,Leadership Essentials,3,150,Leadership Institute,07/21/2015,Dr. David Williams,Coursera
cetqfp,5838,False,Leadership Essentials,1,150,Leadership Institute,,Dr. David Williams,Coursera
zuytfp,5838,True,Financial Literacy for Professionals,4,90,Finance Masters,07/25/2015,Prof. Samantha Roberts,LinkedIn Learning
cwrzdd,5838,False,Strategic Problem-Solving Skills,2,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
jvdlgz,5838,True,Customer Service Excellence,2,120,Service Institute,12/17/2015,Dr. John Smith,Coursera
dtcrnx,5839,True,Financial Literacy for Professionals,5,90,Finance Masters,08/05/2015,Prof. Samantha Roberts,LinkedIn Learning
kwjyrc,5839,True,Leadership Essentials,1,150,Leadership Institute,02/09/2015,Dr. David Williams,Coursera
sybfwr,5840,True,Strategic Problem-Solving Skills,0,300,Problem-Solving Academy,08/10/2015,Prof. Jennifer Davis,Codecademy
izrzfq,5840,False,Leadership Essentials,1,150,Leadership Institute,,Dr. David Williams,Coursera
rcrzum,5840,False,Inventory Management Fundamentals,0,180,Learning Academy,,Prof. Emily Anderson,edX
sjtrtw,5840,True,Effective Workplace Communication,3,240,Communication Institute,08/07/2015,Dr. Michael Johnson,Udemy
rkcxmf,5840,True,Customer Service Excellence,3,120,Service Institute,05/07/2015,Dr. John Smith,Coursera
exnmwz,5841,True,Effective Workplace Communication,0,240,Communication Institute,09/10/2015,Dr. Michael Johnson,Udemy
avdfpi,5842,True,Financial Literacy for Professionals,4,90,Finance Masters,02/11/2015,Prof. Samantha Roberts,LinkedIn Learning
qrxika,5842,True,Effective Workplace Communication,4,240,Communication Institute,07/27/2015,Dr. Michael Johnson,Udemy
opiohs,5844,False,Effective Workplace Communication,3,240,Communication Institute,,Dr. Michael Johnson,Udemy
iqdlaf,5844,True,Inventory Management Fundamentals,0,180,Learning Academy,06/30/2015,Prof. Emily Anderson,edX
vvnatu,5844,False,Financial Literacy for Professionals,5,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
onkkwi,5845,False,Leadership Essentials,0,150,Leadership Institute,,Dr. David Williams,Coursera
ergezu,5845,True,Inventory Management Fundamentals,1,180,Learning Academy,02/20/2015,Prof. Emily Anderson,edX
foxkvr,5845,False,Strategic Problem-Solving Skills,1,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
jqggrd,5847,True,Effective Workplace Communication,5,240,Communication Institute,02/04/2015,Dr. Michael Johnson,Udemy
cggdov,5847,True,Financial Literacy for Professionals,3,90,Finance Masters,04/18/2015,Prof. Samantha Roberts,LinkedIn Learning
gwybqb,5847,False,Leadership Essentials,5,150,Leadership Institute,,Dr. David Williams,Coursera
ycccfn,5848,False,Strategic Problem-Solving Skills,3,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
mlqohx,5848,True,Effective Workplace Communication,4,240,Communication Institute,06/09/2015,Dr. Michael Johnson,Udemy
pryxfz,5849,True,Strategic Problem-Solving Skills,5,300,Problem-Solving Academy,06/10/2015,Prof. Jennifer Davis,Codecademy
rmlupx,5849,False,Leadership Essentials,2,150,Leadership Institute,,Dr. David Williams,Coursera
nnmjcs,5850,True,Effective Workplace Communication,3,240,Communication Institute,02/01/2015,Dr. Michael Johnson,Udemy
jbpada,5850,False,Financial Literacy for Professionals,0,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
gbghxb,5850,True,Inventory Management Fundamentals,1,180,Learning Academy,01/20/2015,Prof. Emily Anderson,edX
dnboyd,5851,False,Financial Literacy for Professionals,3,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
lufalf,5851,True,Strategic Problem-Solving Skills,4,300,Problem-Solving Academy,04/10/2015,Prof. Jennifer Davis,Codecademy
yurrat,5852,True,Strategic Problem-Solving Skills,4,300,Problem-Solving Academy,10/08/2015,Prof. Jennifer Davis,Codecademy
gtgvqh,5853,False,Strategic Problem-Solving Skills,5,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
nijton,5853,True,Effective Workplace Communication,2,240,Communication Institute,12/17/2015,Dr. Michael Johnson,Udemy
khnrrn,5853,True,Inventory Management Fundamentals,0,180,Learning Academy,04/13/2015,Prof. Emily Anderson,edX
wvxoth,5854,False,Financial Literacy for Professionals,1,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
ggvsmr,5854,True,Strategic Problem-Solving Skills,5,300,Problem-Solving Academy,09/25/2015,Prof. Jennifer Davis,Codecademy
ftmfrs,5856,False,Effective Workplace Communication,4,240,Communication Institute,,Dr. Michael Johnson,Udemy
fmtspk,5856,False,Inventory Management Fundamentals,5,180,Learning Academy,,Prof. Emily Anderson,edX
mmgare,5856,True,Customer Service Excellence,4,120,Service Institute,10/03/2015,Dr. John Smith,Coursera
xkcthl,5856,False,Strategic Problem-Solving Skills,4,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
zmbtfu,5856,False,Financial Literacy for Professionals,2,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
kgkrma,5859,False,Financial Literacy for Professionals,2,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
teqpot,5859,True,Strategic Problem-Solving Skills,1,300,Problem-Solving Academy,02/07/2015,Prof. Jennifer Davis,Codecademy
nkxalg,5860,True,Strategic Problem-Solving Skills,0,300,Problem-Solving Academy,07/12/2015,Prof. Jennifer Davis,Codecademy
wxgljo,5860,False,Customer Service Excellence,2,120,Service Institute,,Dr. John Smith,Coursera
cpfcav,5860,True,Inventory Management Fundamentals,5,180,Learning Academy,05/29/2015,Prof. Emily Anderson,edX
jxmrro,5860,True,Financial Literacy for Professionals,5,90,Finance Masters,09/11/2015,Prof. Samantha Roberts,LinkedIn Learning
xvnoho,5861,False,Customer Service Excellence,5,120,Service Institute,,Dr. John Smith,Coursera
sygnry,5861,False,Strategic Problem-Solving Skills,1,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
ywodzr,5861,False,Financial Literacy for Professionals,4,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
zyqpjq,5862,False,Inventory Management Fundamentals,5,180,Learning Academy,,Prof. Emily Anderson,edX
uvyqjv,5862,True,Financial Literacy for Professionals,5,90,Finance Masters,06/18/2015,Prof. Samantha Roberts,LinkedIn Learning
bxivfz,5862,False,Leadership Essentials,0,150,Leadership Institute,,Dr. David Williams,Coursera
veflkv,5862,False,Strategic Problem-Solving Skills,0,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
uhjafd,5862,False,Effective Workplace Communication,4,240,Communication Institute,,Dr. Michael Johnson,Udemy
gzyhpy,5864,False,Customer Service Excellence,2,120,Service Institute,,Dr. John Smith,Coursera
chtrpa,5865,True,Leadership Essentials,3,150,Leadership Institute,02/24/2015,Dr. David Williams,Coursera
cibjke,5865,True,Effective Workplace Communication,2,240,Communication Institute,10/09/2015,Dr. Michael Johnson,Udemy
niboju,5865,False,Strategic Problem-Solving Skills,1,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
ubokzu,5865,True,Inventory Management Fundamentals,1,180,Learning Academy,01/27/2015,Prof. Emily Anderson,edX
akhfqi,5865,False,Financial Literacy for Professionals,0,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
zozkar,5866,True,Strategic Problem-Solving Skills,1,300,Problem-Solving Academy,04/21/2015,Prof. Jennifer Davis,Codecademy
lukhxl,5866,False,Effective Workplace Communication,1,240,Communication Institute,,Dr. Michael Johnson,Udemy
qnzuuc,5866,False,Financial Literacy for Professionals,2,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
qtxbps,5866,False,Leadership Essentials,3,150,Leadership Institute,,Dr. David Williams,Coursera
qotkwz,5866,True,Inventory Management Fundamentals,0,180,Learning Academy,09/19/2015,Prof. Emily Anderson,edX
bududj,5867,False,Leadership Essentials,3,150,Leadership Institute,,Dr. David Williams,Coursera
dpwrmu,5867,True,Effective Workplace Communication,1,240,Communication Institute,05/13/2015,Dr. Michael Johnson,Udemy
kiovcp,5867,True,Customer Service Excellence,5,120,Service Institute,04/28/2015,Dr. John Smith,Coursera
npkhvp,5867,False,Financial Literacy for Professionals,3,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
vnotpn,5867,False,Strategic Problem-Solving Skills,1,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
xeeomz,5868,True,Strategic Problem-Solving Skills,1,300,Problem-Solving Academy,06/25/2015,Prof. Jennifer Davis,Codecademy
jjwxbl,5868,True,Leadership Essentials,4,150,Leadership Institute,01/17/2015,Dr. David Williams,Coursera
ynfdat,5868,True,Customer Service Excellence,4,120,Service Institute,06/05/2015,Dr. John Smith,Coursera
fejcbe,5868,True,Effective Workplace Communication,0,240,Communication Institute,01/13/2015,Dr. Michael Johnson,Udemy
augihy,5868,False,Financial Literacy for Professionals,0,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
optrym,5869,False,Effective Workplace Communication,5,240,Communication Institute,,Dr. Michael Johnson,Udemy
hskyyt,5869,True,Financial Literacy for Professionals,4,90,Finance Masters,05/10/2015,Prof. Samantha Roberts,LinkedIn Learning
bcnoqr,5869,False,Customer Service Excellence,0,120,Service Institute,,Dr. John Smith,Coursera
gvrxrt,5869,True,Leadership Essentials,5,150,Leadership Institute,06/02/2015,Dr. David Williams,Coursera
ajhdfw,5869,True,Inventory Management Fundamentals,4,180,Learning Academy,10/17/2015,Prof. Emily Anderson,edX
swbnyp,5870,True,Customer Service Excellence,2,120,Service Institute,10/09/2015,Dr. John Smith,Coursera
pkmlxs,5870,False,Effective Workplace Communication,1,240,Communication Institute,,Dr. Michael Johnson,Udemy
obpwka,5870,True,Leadership Essentials,1,150,Leadership Institute,02/15/2015,Dr. David Williams,Coursera
xwicoo,5870,True,Inventory Management Fundamentals,5,180,Learning Academy,11/01/2015,Prof. Emily Anderson,edX
fihnuh,5870,True,Financial Literacy for Professionals,0,90,Finance Masters,06/25/2015,Prof. Samantha Roberts,LinkedIn Learning
qjrfuh,5871,False,Strategic Problem-Solving Skills,2,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
yrxxkp,5873,True,Inventory Management Fundamentals,4,180,Learning Academy,07/07/2015,Prof. Emily Anderson,edX
rdgujg,5873,False,Strategic Problem-Solving Skills,4,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
lgfjvs,5873,False,Leadership Essentials,1,150,Leadership Institute,,Dr. David Williams,Coursera
rttdbe,5873,False,Effective Workplace Communication,2,240,Communication Institute,,Dr. Michael Johnson,Udemy
ixzzfu,5873,True,Financial Literacy for Professionals,0,90,Finance Masters,08/02/2015,Prof. Samantha Roberts,LinkedIn Learning
mpmhtl,5875,True,Leadership Essentials,3,150,Leadership Institute,06/07/2015,Dr. David Williams,Coursera
kztlng,5875,True,Financial Literacy for Professionals,4,90,Finance Masters,05/20/2015,Prof. Samantha Roberts,LinkedIn Learning
oumgjt,5875,False,Strategic Problem-Solving Skills,5,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
izvyjl,5875,True,Customer Service Excellence,2,120,Service Institute,08/05/2015,Dr. John Smith,Coursera
pmhbji,5876,False,Customer Service Excellence,4,120,Service Institute,,Dr. John Smith,Coursera
urrsdd,5876,True,Financial Literacy for Professionals,3,90,Finance Masters,04/27/2015,Prof. Samantha Roberts,LinkedIn Learning
mcpscd,5876,True,Inventory Management Fundamentals,3,180,Learning Academy,05/03/2015,Prof. Emily Anderson,edX
igcjtc,5877,False,Strategic Problem-Solving Skills,4,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
zgrvtb,5877,True,Financial Literacy for Professionals,4,90,Finance Masters,05/19/2015,Prof. Samantha Roberts,LinkedIn Learning
jaylgh,5877,True,Inventory Management Fundamentals,2,180,Learning Academy,06/12/2015,Prof. Emily Anderson,edX
gqjoua,5877,True,Leadership Essentials,2,150,Leadership Institute,06/18/2015,Dr. David Williams,Coursera
kemshl,5877,True,Customer Service Excellence,1,120,Service Institute,06/20/2015,Dr. John Smith,Coursera
ivwpdz,5878,False,Strategic Problem-Solving Skills,1,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
xxzwzh,5879,True,Effective Workplace Communication,0,240,Communication Institute,08/28/2015,Dr. Michael Johnson,Udemy
abjwap,5880,False,Effective Workplace Communication,3,240,Communication Institute,,Dr. Michael Johnson,Udemy
mthvtr,5880,True,Inventory Management Fundamentals,2,180,Learning Academy,01/10/2015,Prof. Emily Anderson,edX
rvkzai,5880,False,Leadership Essentials,5,150,Leadership Institute,,Dr. David Williams,Coursera
fnfbsj,5885,False,Financial Literacy for Professionals,4,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
swgqoz,5886,False,Leadership Essentials,4,150,Leadership Institute,,Dr. David Williams,Coursera
cmciqh,5886,True,Customer Service Excellence,3,120,Service Institute,07/31/2015,Dr. John Smith,Coursera
nrhnvr,5887,False,Inventory Management Fundamentals,3,180,Learning Academy,,Prof. Emily Anderson,edX
ximaye,5887,False,Financial Literacy for Professionals,4,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
